X,Y,Cu_ppm,Fe2O3_%,Au_ppb,Predicted_Cu_ppm,Predicted_Fe2O3_%,Predicted_Au_ppb
77.12037,15.331081,25.6,4.16415,1.5,24.14899999999999,4.050514499999997,1.525
77.138889,15.331081,22.3,3.5571,1.5,22.392999999999986,3.787068399999996,1.515
77.157407,15.331081,20.3,3.2802,1.5,20.629999999999978,3.398840999999999,1.67
77.175926,15.331081,18.8,3.4719,1.5,19.69299999999997,3.496395000000001,1.5
77.194444,15.331081,19.8,3.5145,1.5,20.235999999999976,3.4594305,1.5
77.212963,15.331081,23.4,3.63,1.5,22.043000000000028,3.634009499999997,1.85
77.231481,15.331081,23.3,3.8979,1.5,22.761,3.8088404999999965,1.6
77.25,15.331081,26.5,4.2813,1.5,25.752,4.292083999999996,1.5
77.046296,15.671171,24.7,5.34,1.5,24.345000000000006,5.222899999999995,1.5
77.064815,15.671171,24.9,5.16,1.5,24.213000000000036,5.115300000000007,1.545
77.083333,15.671171,19.2,4.25,1.5,22.728,4.720900000000001,1.5
77.101852,15.671171,28.5,5.73,1.5,27.704,5.581200000000007,1.5
77.12037,15.671171,29.4,5.97,1.5,28.540000000000024,5.811100000000013,1.5
77.138889,15.671171,33.2,5.85,1.5,31.790999999999976,5.810200000000009,1.5
77.231481,15.008983,58.9,7.289,1.5,44.89100000000001,5.924569999999996,1.755
77.25,15.008968,17.1,3.36,1.5,27.476999999999975,4.514667600000004,3.495
77.009259,15.027113,70.4,7.35,1.5,27.98999999999999,4.360323120000001,1.535
77.027778,15.027111,33.3,4.24928,1.5,31.28200000000001,4.220894900000001,1.565
77.046296,15.027108,45.4,4.398952,1.5,38.762000000000036,4.360457000000003,1.89
77.046296,15.189783,27.0,4.26,1.5,26.15,3.983640999999996,1.745
77.064815,15.189779,21.0,3.49,1.5,24.15,4.014300000000002,1.85
77.083333,15.189773,25.0,4.7,1.5,25.43,4.525999999999996,1.5
77.101852,15.189765,32.0,5.17,1.5,29.74,4.911800000000001,1.5
77.12037,15.189756,17.0,3.64,1.5,20.92,3.856999999999993,1.5
77.138889,15.189745,28.0,4.03,1.5,25.6,3.9338999999999915,1.5
77.157407,15.189733,21.0,3.34,1.5,23.58,3.606199999999995,1.5
77.175926,15.189719,27.0,3.87,1.5,25.81,3.8089000000000004,1.5
77.194444,15.189703,26.0,4.04,1.5,25.76,3.998300000000005,1.5
77.212963,15.189687,25.0,4.1,1.5,26.146,4.102000000000006,1.5
77.231481,15.189668,31.0,3.96,1.5,30.34,4.073799999999998,1.5
77.25,15.18965,34.0,4.87,1.5,33.06199999999999,4.713000000000002,1.5
77.009259,15.207863,42.0,6.0,1.5,38.772,5.669100000000002,1.5
77.027778,15.207861,29.0,5.33,1.5,30.991,5.417901499999999,1.5
77.046296,15.207858,16.0,2.63,1.5,21.01,3.172977999999997,1.61
77.064815,15.207854,35.0,5.31,5.0,29.55,4.591542999999999,3.565
77.083333,15.207848,24.0,3.52,1.5,26.64,4.017999999999998,1.745
77.101852,15.20784,34.0,4.87,1.5,31.57,4.602600000000001,1.535
77.12037,15.207831,29.0,4.49,1.5,28.51,4.337400000000002,1.535
77.138889,15.20782,26.0,3.84,1.5,26.94,3.9339059999999955,1.535
77.157407,15.207808,28.0,3.52,1.5,28.04,3.616199999999998,1.535
77.175926,15.207794,31.0,3.61,1.5,29.66,3.6649000000000056,1.535
77.194444,15.207778,21.0,3.87,1.5,24.68,3.815500000000004,1.5
77.212963,15.207761,33.0,4.56,1.5,26.081000000000003,3.9212000000000047,1.59
77.231481,15.207743,40.0,5.34,1.5,30.625999999999998,4.152500000000004,1.62
77.157407,15.671171,27.8,5.58,1.5,28.788000000000007,5.6783,1.5
77.175926,15.671171,30.1,5.65,1.5,28.364999999999977,5.506899999999995,1.5
77.194444,15.671171,23.8,4.55,1.5,20.34499999999998,4.130800000000005,1.5
77.212963,15.671171,9.4,3.18,1.5,11.501999999999999,3.3854000000000046,1.5
77.231481,15.671171,8.1,2.61,1.5,10.32399999999999,3.2296000000000022,1.5
77.25,15.671171,4.4,2.23,1.5,7.344999999999991,2.554299999999997,1.555
77.009259,15.689189,25.7,5.06,1.5,25.884999999999987,5.124900000000001,1.5
77.027778,15.689189,28.2,6.25,1.5,27.632999999999974,5.9167,1.5
77.046296,15.689189,33.8,5.79,1.5,26.483999999999988,5.432699999999996,1.5
77.064815,15.689189,24.7,5.15,1.5,27.055999999999997,5.524000000000002,1.635
77.083333,15.689189,31.1,5.73,1.5,28.993999999999964,5.595600000000004,1.5
77.101852,15.689189,30.8,5.76,1.5,30.234000000000016,5.740699999999999,1.5
77.12037,15.689189,25.7,5.44,1.5,28.07699999999998,5.6994000000000025,1.5
77.138889,15.689189,31.0,6.24,1.5,31.256999999999984,6.047200000000005,1.5
77.157407,15.689189,32.7,6.15,1.5,30.201999999999984,5.857599999999994,1.5
77.175926,15.689189,23.0,5.24,1.5,25.451999999999995,5.367300000000001,1.5
77.194444,15.689189,9.9,3.17,1.5,13.533000000000007,3.428900000000001,1.5
77.212963,15.689189,11.2,3.22,1.5,11.346000000000005,3.1382000000000034,1.5
77.231481,15.689189,10.4,2.87,1.5,10.139999999999992,2.924600000000002,1.5
77.25,15.689189,6.8,2.13,1.5,8.046999999999993,2.559099999999999,1.555
77.009259,15.707207,31.7,6.84,1.5,25.14500000000001,5.0482,1.5
77.027778,15.707207,25.2,5.25,1.5,26.016999999999985,5.376799999999999,1.5
77.046296,15.707207,23.2,4.64,1.5,24.493,4.924099999999992,1.5
77.064815,15.707207,24.9,5.34,1.5,25.306000000000022,5.360899999999991,1.68
77.083333,15.707207,29.5,5.7,1.5,28.647999999999996,5.646799999999997,1.5
77.101852,15.707207,29.2,5.71,1.5,28.922999999999984,5.683799999999996,1.5
77.12037,15.707207,25.1,5.39,1.5,27.83699999999999,5.688099999999999,1.5
77.138889,15.707207,32.1,5.34,1.5,29.948999999999973,5.472699999999995,1.5
77.157407,15.707207,18.4,4.33,1.5,23.73800000000002,4.909199999999996,1.5
77.175926,15.707207,31.6,5.95,1.5,27.976999999999965,5.452799999999996,1.5
77.194444,15.707207,19.5,3.7,1.5,16.956000000000003,3.551899999999997,1.5
77.212963,15.707207,11.7,2.79,1.5,12.42600000000002,3.0699000000000005,1.5
77.231481,15.707207,9.0,3.52,1.5,11.548999999999994,3.4314000000000022,1.5
77.25,15.707207,13.8,4.37,1.5,11.601999999999983,3.6345000000000005,1.555
77.009259,15.725225,25.9,5.07,1.5,25.92800000000003,5.1576999999999975,1.995
77.027778,15.725225,33.4,6.12,1.5,29.48800000000001,5.702399999999996,1.995
77.046296,15.725225,30.1,5.62,1.5,28.849999999999962,5.590700000000001,2.22
77.064815,15.725225,26.6,5.88,6.0,27.239999999999963,5.773899999999998,4.47
77.083333,15.725225,25.9,5.4,1.5,27.491,5.771699999999997,1.995
77.101852,15.725225,26.6,6.24,1.5,27.40200000000001,5.769999999999999,1.545
77.12037,15.725225,27.5,5.88,1.5,27.113000000000007,5.796899999999998,1.545
77.138889,15.725225,25.3,5.5,1.5,26.011000000000013,5.487100000000001,1.5
77.157407,15.725225,24.9,5.06,1.5,24.802000000000035,5.104100000000001,1.5
77.175926,15.725225,21.6,4.03,1.5,24.568999999999978,4.455099999999993,1.5
77.194444,15.725225,18.0,3.35,1.5,16.008000000000003,3.2581999999999995,1.5
77.212963,15.725225,11.2,3.15,1.5,11.807000000000016,3.1374999999999993,1.5
77.231481,15.725225,10.8,4.09,1.5,8.047999999999998,2.994700000000002,1.5
77.25,15.725225,5.8,2.52,1.5,8.00899999999999,2.907300000000001,1.555
77.009259,15.743243,22.2,4.6,1.5,24.48400000000001,4.977100000000005,1.5
77.027778,15.743243,33.3,6.02,1.5,30.37300000000002,5.808899999999997,1.5
77.046296,15.743243,23.5,5.1,12.0,29.56899999999999,5.678199999999999,1.545
77.064815,15.743243,28.7,5.68,1.5,28.454999999999977,5.6911000000000005,2.445
77.083333,15.743243,28.5,5.52,1.5,27.884000000000025,5.6723000000000035,1.725
77.101852,15.743243,27.4,5.6,1.5,27.42800000000003,5.620400000000007,1.545
77.12037,15.743243,25.4,5.25,1.5,27.200000000000028,5.657100000000003,1.545
77.138889,15.743243,24.5,5.35,1.5,25.699000000000005,5.4149000000000065,1.5
77.157407,15.743243,25.2,5.25,1.5,26.436000000000003,5.199099999999999,1.5
77.175926,15.743243,34.0,5.09,1.5,30.362999999999992,4.978399999999991,1.5
77.194444,15.743243,9.6,2.94,1.5,11.712000000000005,3.0432999999999986,1.5
77.212963,15.743243,12.9,3.26,1.5,11.48900000000001,3.1500999999999975,1.5
77.231481,15.743243,4.2,3.08,1.5,6.600000000000001,3.032100000000001,1.5
77.25,15.743243,0.0,4.3,1.5,6.762,2.9703000000000013,1.555
77.009259,15.259009,29.7,4.8777,4.0,30.575999999999976,4.9835325000000035,3.57
77.027778,15.259009,28.4,4.59015,4.0,27.61700000000004,4.7634725,3.825
77.046296,15.259009,14.6,2.5347,3.0,19.246999999999982,3.1706564999999953,3.79
77.064815,15.259009,21.1,4.4943,6.0,20.30899999999997,4.279948000000002,6.24
77.083333,15.259009,25.5,4.54755,4.0,25.618999999999993,4.525302500000002,4.015
77.101852,15.259009,27.7,4.8351,5.0,26.379999999999992,4.693698500000005,4.35
77.12037,15.259009,27.2,4.6221,3.0,27.305999999999987,4.5837599999999945,3.46
77.138889,15.259009,27.8,4.52625,7.0,27.049000000000007,4.674514000000001,5.63
77.157407,15.259009,24.3,3.9831,5.0,25.089000000000006,4.134556999999997,4.125
77.175926,15.259009,26.7,4.46235,1.5,25.627000000000002,4.287155999999999,2.075
77.194444,15.259009,20.2,3.24825,1.5,22.49200000000001,3.6986624999999997,1.815
77.212963,15.259009,27.4,4.7073,1.5,24.642000000000003,4.100633499999998,2.48
77.231481,15.259009,34.3,5.6232,3.0,31.610000000000024,5.063729499999999,4.122
77.25,15.259009,32.8,5.2398,1.5,30.06600000000002,5.031221499999998,1.923
77.009259,15.277027,28.6,5.0055,1.5,30.936999999999962,5.163860999999997,2.21
77.027778,15.277027,25.3,4.03635,1.5,27.71600000000002,4.9154255,2.81
77.046296,15.277027,21.1,3.29085,1.5,20.282999999999973,3.4687164999999958,2.985
77.064815,15.277027,16.6,3.6636,1.5,20.46599999999997,4.165325500000003,5.215
77.083333,15.277027,27.5,4.48365,1.5,25.877000000000013,4.365223500000004,1.8
77.101852,15.277027,20.9,3.834,1.5,23.480000000000036,4.162666500000003,1.705
77.12037,15.277027,28.4,4.61145,1.5,26.441000000000045,4.457344499999996,1.765
77.138889,15.277027,23.3,5.5806,3.0,25.16100000000001,5.174622000000002,2.8
77.175926,15.027044,18.9,3.13408,1.5,23.05300000000002,3.9489544000000008,1.535
77.194444,15.027029,27.4,4.67,1.5,26.93600000000004,4.525071600000002,1.64
77.212963,15.027012,61.2,8.84,1.5,50.83199999999994,8.073490800000004,1.5
77.231481,15.026994,54.5,9.589,1.5,52.08599999999999,9.028440800000018,1.67
77.25,15.026976,55.6,9.264,1.5,52.61700000000002,8.697112800000008,2.195
77.009259,15.045188,28.0,3.3408,1.5,28.06000000000001,3.8234222400000015,1.535
77.027778,15.045186,27.0,4.13104,1.5,29.286000000000023,3.8083691200000014,1.565
77.046296,15.045183,21.3,3.02832,1.5,31.598000000000027,4.234719420000004,2.62
77.064815,15.045179,31.3,4.59248,1.5,29.302000000000024,4.239704680000004,1.775
77.083333,15.045173,16.9,3.01,5.0,21.71500000000002,3.434904799999997,3.53
77.101852,15.045165,20.0,3.35,1.5,20.855000000000015,3.556085200000001,2.165
77.12037,15.045156,27.7,4.245,1.5,26.695999999999994,4.245246000000002,1.55
77.138889,15.045145,34.0,5.03,1.5,32.10099999999999,4.748553199999992,1.5
77.157407,15.045133,17.7,3.0336,1.5,21.942000000000007,3.536807199999998,1.535
77.175926,15.045119,16.9,2.9472,3.0,21.681000000000008,4.004462399999997,2.585
77.194444,15.045104,20.8,4.20992,5.0,23.573999999999998,4.412732800000004,3.95
77.212963,15.045087,46.1,8.024,1.5,39.98299999999997,7.0799036000000015,2.6
77.231481,15.045069,51.0,9.0,1.5,46.87200000000001,8.193763600000002,2.11
77.25,15.045051,28.1,4.56,1.5,46.14900000000001,7.626958800000003,2.075
77.009259,15.063263,45.4,4.083772,4.0,28.235000000000003,4.633489440000003,1.73
77.027778,15.063261,26.4,3.85,1.5,28.432000000000034,4.208256780000005,1.76
77.046296,15.063258,30.4,5.14816,1.5,29.751000000000026,4.301958860000002,3.725
77.064815,15.063254,32.0,4.796142,1.5,30.046,4.585033999999994,1.87
77.083333,15.063248,24.5,3.4696,1.5,27.488000000000003,4.039375530000002,1.88
77.101852,15.06324,47.3,7.91,1.5,29.16399999999999,4.421445180000004,2.025
77.12037,15.063231,40.7,6.144,1.5,35.21799999999998,5.283748420000004,1.605
77.138889,15.06322,24.2,3.59648,1.5,37.62299999999999,5.611985600000002,1.675
77.157407,15.063208,26.4,3.58208,1.5,29.915000000000035,4.710075200000005,2.125
77.175926,15.063194,34.3,7.776,5.0,33.93000000000004,7.155484799999998,3.72
77.194444,15.063179,39.1,6.5752,1.5,37.956999999999965,6.755237599999995,2.21
77.212963,15.063162,47.6,10.08,1.5,46.062999999999974,8.998735600000009,1.69
77.231481,15.063144,53.5,8.163,3.0,51.455999999999996,8.161558400000004,2.39
